1,0.01,0.015,-0.0375,355000000
2,0.01,0.03,-0.0375,310000000
3,0.01,0.045,-0.0375,304000000
4,0.01,0.06,-0.0375,286000000
5,0.01,0.075,-0.0375,270000000
6,0.01,0.09,-0.0375,252000000
7,0.01,0.105,-0.0375,234000000
8,0.01,0.12,-0.0375,216000000
9,0.01,0.135,-0.0375,198000000
10,0.01,0.15,-0.0375,180000000
11,0.01,0.165,-0.0375,162000000
12,0.01,0.18,-0.0375,144000000
13,0.01,0.195,-0.0375,126000000
14,0.01,0.21,-0.0375,108000000
15,0.01,0.225,-0.0375,90300000
16,0.01,0.24,-0.0375,72400000
17,0.01,0.255,-0.0375,54600000
18,0.01,0.27,-0.0375,37000000
19,0.01,0.285,-0.0375,19700000
20,0.01,0.015,-0.025,349000000
21,0.01,0.03,-0.025,297000000
22,0.01,0.045,-0.025,301000000
23,0.01,0.06,-0.025,284000000
24,0.01,0.075,-0.025,269000000
25,0.01,0.09,-0.025,251000000
26,0.01,0.105,-0.025,234000000
27,0.01,0.12,-0.025,216000000
28,0.01,0.135,-0.025,198000000
29,0.01,0.15,-0.025,180000000
30,0.01,0.165,-0.025,162000000
31,0.01,0.18,-0.025,144000000
32,0.01,0.195,-0.025,126000000
33,0.01,0.21,-0.025,108000000
34,0.01,0.225,-0.025,90100000
35,0.01,0.24,-0.025,72200000
36,0.01,0.255,-0.025,54400000
37,0.01,0.27,-0.025,37000000
38,0.01,0.285,-0.025,20500000
39,0.01,0.015,-0.0125,355000000
40,0.01,0.03,-0.0125,310000000
41,0.01,0.045,-0.0125,304000000
42,0.01,0.06,-0.0125,286000000
43,0.01,0.075,-0.0125,270000000
44,0.01,0.09,-0.0125,252000000
45,0.01,0.105,-0.0125,234000000
46,0.01,0.12,-0.0125,216000000
47,0.01,0.135,-0.0125,198000000
48,0.01,0.15,-0.0125,180000000
49,0.01,0.165,-0.0125,162000000
50,0.01,0.18,-0.0125,144000000
51,0.01,0.195,-0.0125,126000000
52,0.01,0.21,-0.0125,108000000
53,0.01,0.225,-0.0125,90300000
54,0.01,0.24,-0.0125,72400000
55,0.01,0.255,-0.0125,54600000
56,0.01,0.27,-0.0125,37000000
57,0.01,0.285,-0.0125,19700000
58,0,0.285,-0.0125,19700000
59,0,0.27,-0.0125,37000000
60,0,0.255,-0.0125,54600000
61,0,0.24,-0.0125,72400000
62,0,0.225,-0.0125,90300000
63,0,0.21,-0.0125,108000000
64,0,0.195,-0.0125,126000000
65,0,0.18,-0.0125,144000000
66,0,0.165,-0.0125,162000000
67,0,0.15,-0.0125,180000000
68,0,0.135,-0.0125,198000000
69,0,0.12,-0.0125,216000000
70,0,0.105,-0.0125,234000000
71,0,0.09,-0.0125,252000000
72,0,0.075,-0.0125,270000000
73,0,0.06,-0.0125,286000000
74,0,0.045,-0.0125,304000000
75,0,0.03,-0.0125,310000000
76,0,0.015,-0.0125,355000000
77,0,0.285,-0.025,20500000
78,0,0.27,-0.025,37000000
79,0,0.255,-0.025,54400000
80,0,0.24,-0.025,72200000
81,0,0.225,-0.025,90100000
82,0,0.21,-0.025,108000000
83,0,0.195,-0.025,126000000
84,0,0.18,-0.025,144000000
85,0,0.165,-0.025,162000000
86,0,0.15,-0.025,180000000
87,0,0.135,-0.025,198000000
88,0,0.12,-0.025,216000000
89,0,0.105,-0.025,234000000
90,0,0.09,-0.025,251000000
91,0,0.075,-0.025,269000000
92,0,0.06,-0.025,284000000
93,0,0.045,-0.025,301000000
94,0,0.03,-0.025,297000000
95,0,0.015,-0.025,349000000
96,0,0.285,-0.0375,19700000
97,0,0.27,-0.0375,37000000
98,0,0.255,-0.0375,54600000
99,0,0.24,-0.0375,72400000
100,0,0.225,-0.0375,90300000
101,0,0.21,-0.0375,108000000
102,0,0.195,-0.0375,126000000
103,0,0.18,-0.0375,144000000
104,0,0.165,-0.0375,162000000
105,0,0.15,-0.0375,180000000
106,0,0.135,-0.0375,198000000
107,0,0.12,-0.0375,216000000
108,0,0.105,-0.0375,234000000
109,0,0.09,-0.0375,252000000
110,0,0.075,-0.0375,270000000
111,0,0.06,-0.0375,286000000
112,0,0.045,-0.0375,304000000
113,0,0.03,-0.0375,310000000
114,0,0.015,-0.0375,355000000
115,0,0,-0.0375,224000000
116,0,0,-0.025,246000000
117,0,0,-0.0125,224000000
118,0,0.3,-0.0375,6460000
119,0,0.3,-0.025,8060000
120,0,0.3,-0.0125,6460000
121,0,0.3,-0.05,3790000
122,0,0.285,-0.05,18700000
123,0,0.27,-0.05,36600000
124,0,0.255,-0.05,54500000
125,0,0.24,-0.05,72400000
126,0,0.225,-0.05,90400000
127,0,0.21,-0.05,108000000
128,0,0.195,-0.05,126000000
129,0,0.18,-0.05,144000000
130,0,0.165,-0.05,162000000
131,0,0.15,-0.05,180000000
132,0,0.135,-0.05,198000000
133,0,0.12,-0.05,216000000
134,0,0.105,-0.05,234000000
135,0,0.09,-0.05,252000000
136,0,0.075,-0.05,271000000
137,0,0.06,-0.05,288000000
138,0,0.045,-0.05,310000000
139,0,0.03,-0.05,322000000
140,0,0.015,-0.05,376000000
141,0,0,-0.05,236000000
142,0,0.3,0,3790000
143,0,0.285,0,18700000
144,0,0.27,0,36600000
145,0,0.255,0,54500000
146,0,0.24,0,72400000
147,0,0.225,0,90400000
148,0,0.21,0,108000000
149,0,0.195,0,126000000
150,0,0.18,0,144000000
151,0,0.165,0,162000000
152,0,0.15,0,180000000
153,0,0.135,0,198000000
154,0,0.12,0,216000000
155,0,0.105,0,234000000
156,0,0.09,0,252000000
157,0,0.075,0,271000000
158,0,0.06,0,288000000
159,0,0.045,0,310000000
160,0,0.03,0,322000000
161,0,0.015,0,376000000
162,0,0,0,236000000
163,0.01,0.015,0,376000000
164,0.01,0.03,0,322000000
165,0.01,0.045,0,310000000
166,0.01,0.06,0,288000000
167,0.01,0.075,0,271000000
168,0.01,0.09,0,252000000
169,0.01,0.105,0,234000000
170,0.01,0.12,0,216000000
171,0.01,0.135,0,198000000
172,0.01,0.15,0,180000000
173,0.01,0.165,0,162000000
174,0.01,0.18,0,144000000
175,0.01,0.195,0,126000000
176,0.01,0.21,0,108000000
177,0.01,0.225,0,90400000
178,0.01,0.24,0,72400000
179,0.01,0.255,0,54500000
180,0.01,0.27,0,36600000
181,0.01,0.285,0,18700000
182,0.01,0,0,236000000
183,0.01,0.3,0,3790000
184,0.01,0.015,-0.05,376000000
185,0.01,0.03,-0.05,322000000
186,0.01,0.045,-0.05,310000000
187,0.01,0.06,-0.05,288000000
188,0.01,0.075,-0.05,271000000
189,0.01,0.09,-0.05,252000000
190,0.01,0.105,-0.05,234000000
191,0.01,0.12,-0.05,216000000
192,0.01,0.135,-0.05,198000000
193,0.01,0.15,-0.05,180000000
194,0.01,0.165,-0.05,162000000
195,0.01,0.18,-0.05,144000000
196,0.01,0.195,-0.05,126000000
197,0.01,0.21,-0.05,108000000
198,0.01,0.225,-0.05,90400000
199,0.01,0.24,-0.05,72400000
200,0.01,0.255,-0.05,54500000
201,0.01,0.27,-0.05,36600000
202,0.01,0.285,-0.05,18700000
203,0.01,0,-0.05,236000000
204,0.01,0.3,-0.05,3790000
205,0.01,0.3,-0.0375,6460000
206,0.01,0.3,-0.025,8060000
207,0.01,0.3,-0.0125,6460000
208,0.01,0,-0.0375,224000000
209,0.01,0,-0.025,246000000
210,0.01,0,-0.0125,224000000
211,0.01,0.0225,-0.0375,332000000
212,0.01,0.015,-0.0313,351000000
213,0.005,0.015,-0.0375,17400000
214,0.01,0.015,-0.0438,363000000
215,0.01,0.0075,-0.0375,288000000
216,0.01,0.0375,-0.0375,307000000
217,0.01,0.03,-0.0313,304000000
218,0.005,0.03,-0.0375,6390000
219,0.01,0.03,-0.0438,316000000
220,0.01,0.0525,-0.0375,295000000
221,0.01,0.045,-0.0313,302000000
222,0.005,0.045,-0.0375,3820000
