ODB Name,Step,Frame,Part Instance Name,    Node Label,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,          U-U3
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,1,-13.3232,-9,12.1034,NA,NA,,6.63179,-1.67693,0.0213568,6.41624
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,2,-13.3232,-8.5,12.1034,NA,NA,,6.56285,-1.67579,0.016315,6.34527
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,3,-13.3232,-8,12.1034,NA,NA,,6.50031,-1.67505,0.0122172,6.28077
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,4,-13.3232,-7.5,12.1034,NA,NA,,6.44368,-1.67461,0.00893973,6.22227
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,5,-13.3232,-7,12.1034,NA,NA,,6.39238,-1.67437,0.00632892,6.1692
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,6,-13.3232,-6.5,12.1034,NA,NA,,6.34584,-1.67427,0.00425713,6.12099
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,7,-13.3232,-6,12.1034,NA,NA,,6.30361,-1.67424,0.00262359,6.0772
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,8,-13.3232,-5.5,12.1034,NA,NA,,6.26532,-1.67428,0.00135196,6.03747
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,9,-13.3232,-5,12.1034,NA,NA,,6.23073,-1.67434,0.000383862,6.00154
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,10,-13.3232,-4.5,12.1034,NA,NA,,6.19965,-1.67442,-0.000326225,5.96925
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,11,-13.3232,-4,12.1034,NA,NA,,6.17197,-1.6745,-0.000815113,5.94048
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,12,-13.3232,-3.5,12.1034,NA,NA,,6.14762,-1.67459,-0.00111394,5.91515
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,13,-13.3232,-3,12.1034,NA,NA,,6.12654,-1.67467,-0.00125016,5.89322
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,14,-13.3232,-2.5,12.1034,NA,NA,,6.10872,-1.67474,-0.00124904,5.87467
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,15,-13.3232,-2,12.1034,NA,NA,,6.09414,-1.6748,-0.00113445,5.85949
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,16,-13.3232,-1.5,12.1034,NA,NA,,6.0828,-1.67484,-0.000929586,5.84768
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,17,-13.3232,-1,12.1034,NA,NA,,6.0747,-1.67488,-0.000657183,5.83924
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,18,-13.3232,-0.5,12.1034,NA,NA,,6.06984,-1.6749,-0.000339825,5.83418
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,19,-13.3232,0,12.1034,NA,NA,,6.06822,-1.6749,5.18326E-15,5.83249
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,20,-13.3232,0.5,12.1034,NA,NA,,6.06984,-1.6749,0.000339825,5.83418
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,21,-13.3232,1,12.1034,NA,NA,,6.0747,-1.67488,0.000657183,5.83924
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,22,-13.3232,1.5,12.1034,NA,NA,,6.0828,-1.67484,0.000929586,5.84768
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,23,-13.3232,2,12.1034,NA,NA,,6.09414,-1.6748,0.00113445,5.85949
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,24,-13.3232,2.5,12.1034,NA,NA,,6.10872,-1.67474,0.00124904,5.87467
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,25,-13.3232,3,12.1034,NA,NA,,6.12654,-1.67467,0.00125016,5.89322
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,26,-13.3232,3.5,12.1034,NA,NA,,6.14762,-1.67459,0.00111394,5.91515
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,27,-13.3232,4,12.1034,NA,NA,,6.17197,-1.6745,0.000815113,5.94048
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,28,-13.3232,4.5,12.1034,NA,NA,,6.19965,-1.67442,0.000326225,5.96925
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,29,-13.3232,5,12.1034,NA,NA,,6.23073,-1.67434,-0.000383862,6.00154
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,30,-13.3232,5.5,12.1034,NA,NA,,6.26532,-1.67428,-0.00135196,6.03747
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,31,-13.3232,6,12.1034,NA,NA,,6.30361,-1.67424,-0.00262359,6.0772
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,32,-13.3232,6.5,12.1034,NA,NA,,6.34584,-1.67427,-0.00425713,6.12099
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,33,-13.3232,7,12.1034,NA,NA,,6.39238,-1.67437,-0.00632892,6.1692
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,34,-13.3232,7.5,12.1034,NA,NA,,6.44368,-1.67461,-0.00893973,6.22227
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,35,-13.3232,8,12.1034,NA,NA,,6.50031,-1.67505,-0.0122172,6.28077
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,36,-13.3232,8.5,12.1034,NA,NA,,6.56285,-1.67579,-0.016315,6.34527
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,37,-13.3232,9,12.1034,NA,NA,,6.63179,-1.67693,-0.0213568,6.41624
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,38,-12.9819,-9,12.4688,NA,NA,,6.27002,-1.51928,0.0248183,6.08312
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,39,-12.9819,-8.5,12.4688,NA,NA,,6.2007,-1.51815,0.0197213,6.01195
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,40,-12.9819,-8,12.4688,NA,NA,,6.13746,-1.5174,0.0154884,5.94691
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,41,-12.9819,-7.5,12.4688,NA,NA,,6.0799,-1.51693,0.0120007,5.88761
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,42,-12.9819,-7,12.4688,NA,NA,,6.0275,-1.51664,0.00914358,5.83356
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,43,-12.9819,-6.5,12.4688,NA,NA,,5.97979,-1.51648,0.00681155,5.7843
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,44,-12.9819,-6,12.4688,NA,NA,,5.93637,-1.5164,0.0049182,5.73943
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,45,-12.9819,-5.5,12.4688,NA,NA,,5.89693,-1.51638,0.00339469,5.69863
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,46,-12.9819,-5,12.4688,NA,NA,,5.86125,-1.5164,0.00218645,5.66169
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,47,-12.9819,-4.5,12.4688,NA,NA,,5.82916,-1.51643,0.00124952,5.62846
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,48,-12.9819,-4,12.4688,NA,NA,,5.80056,-1.51647,0.000547215,5.59882
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,49,-12.9819,-3.5,12.4688,NA,NA,,5.77538,-1.51652,4.78405E-05,5.57272
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,50,-12.9819,-3,12.4688,NA,NA,,5.75359,-1.51657,-0.000277208,5.55012
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,51,-12.9819,-2.5,12.4688,NA,NA,,5.73516,-1.51662,-0.000454518,5.53099
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,52,-12.9819,-2,12.4688,NA,NA,,5.72008,-1.51665,-0.000509586,5.51535
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,53,-12.9819,-1.5,12.4688,NA,NA,,5.70835,-1.51668,-0.000467224,5.50317
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,54,-12.9819,-1,12.4688,NA,NA,,5.69997,-1.51671,-0.000351953,5.49447
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,55,-12.9819,-0.5,12.4688,NA,NA,,5.69494,-1.51672,-0.000188112,5.48925
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,56,-12.9819,0,12.4688,NA,NA,,5.69326,-1.51673,5.09284E-15,5.48751
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,57,-12.9819,0.5,12.4688,NA,NA,,5.69494,-1.51672,0.000188112,5.48925
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,58,-12.9819,1,12.4688,NA,NA,,5.69997,-1.51671,0.000351953,5.49447
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,59,-12.9819,1.5,12.4688,NA,NA,,5.70835,-1.51668,0.000467224,5.50317
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,60,-12.9819,2,12.4688,NA,NA,,5.72008,-1.51665,0.000509586,5.51535
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,61,-12.9819,2.5,12.4688,NA,NA,,5.73516,-1.51662,0.000454518,5.53099
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,62,-12.9819,3,12.4688,NA,NA,,5.75359,-1.51657,0.000277208,5.55012
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,63,-12.9819,3.5,12.4688,NA,NA,,5.77538,-1.51652,-4.78405E-05,5.57272
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,64,-12.9819,4,12.4688,NA,NA,,5.80056,-1.51647,-0.000547215,5.59882
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,65,-12.9819,4.5,12.4688,NA,NA,,5.82916,-1.51643,-0.00124952,5.62846
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,66,-12.9819,5,12.4688,NA,NA,,5.86125,-1.5164,-0.00218645,5.66169
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,67,-12.9819,5.5,12.4688,NA,NA,,5.89693,-1.51638,-0.00339469,5.69863
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,68,-12.9819,6,12.4688,NA,NA,,5.93637,-1.5164,-0.0049182,5.73943
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,69,-12.9819,6.5,12.4688,NA,NA,,5.97979,-1.51648,-0.00681155,5.7843
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,70,-12.9819,7,12.4688,NA,NA,,6.0275,-1.51664,-0.00914358,5.83356
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,71,-12.9819,7.5,12.4688,NA,NA,,6.0799,-1.51693,-0.0120007,5.88761
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,72,-12.9819,8,12.4688,NA,NA,,6.13746,-1.5174,-0.0154884,5.94691
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,73,-12.9819,8.5,12.4688,NA,NA,,6.2007,-1.51815,-0.0197213,6.01195
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,74,-12.9819,9,12.4688,NA,NA,,6.27002,-1.51928,-0.0248183,6.08312
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,75,-12.6306,-9,12.8245,NA,NA,,5.91463,-1.37123,0.0273934,5.75342
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,76,-12.6306,-8.5,12.8245,NA,NA,,5.84497,-1.37014,0.0222474,5.68206
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,77,-12.6306,-8,12.8245,NA,NA,,5.78111,-1.36939,0.0179233,5.61655
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,78,-12.6306,-7.5,12.8245,NA,NA,,5.72269,-1.36889,0.0143025,5.55654
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,79,-12.6306,-7,12.8245,NA,NA,,5.66929,-1.36857,0.0112775,5.50161
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,80,-12.6306,-6.5,12.8245,NA,NA,,5.6205,-1.36837,0.00875928,5.45137
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,81,-12.6306,-6,12.8245,NA,NA,,5.57596,-1.36825,0.00667278,5.40548
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,82,-12.6306,-5.5,12.8245,NA,NA,,5.53542,-1.36819,0.00495729,5.36367
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,83,-12.6306,-5,12.8245,NA,NA,,5.49868,-1.36816,0.00356327,5.32575
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,84,-12.6306,-4.5,12.8245,NA,NA,,5.4656,-1.36816,0.00244947,5.29159
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,85,-12.6306,-4,12.8245,NA,NA,,5.43609,-1.36818,0.00158058,5.2611
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,86,-12.6306,-3.5,12.8245,NA,NA,,5.4101,-1.3682,0.000925088,5.23424
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,87,-12.6306,-3,12.8245,NA,NA,,5.3876,-1.36823,0.000454055,5.21097
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,88,-12.6306,-2.5,12.8245,NA,NA,,5.36856,-1.36825,0.00013992,5.19127
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,89,-12.6306,-2,12.8245,NA,NA,,5.35298,-1.36828,-4.39666E-05,5.17516
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,90,-12.6306,-1.5,12.8245,NA,NA,,5.34087,-1.3683,-0.000123884,5.16262
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,91,-12.6306,-1,12.8245,NA,NA,,5.33221,-1.36831,-0.000125869,5.15366
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,92,-12.6306,-0.5,12.8245,NA,NA,,5.32702,-1.36832,-7.59208E-05,5.14828
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,93,-12.6306,0,12.8245,NA,NA,,5.32528,-1.36832,5.49011E-15,5.14649
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,94,-12.6306,0.5,12.8245,NA,NA,,5.32702,-1.36832,7.59208E-05,5.14828
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,95,-12.6306,1,12.8245,NA,NA,,5.33221,-1.36831,0.000125869,5.15366
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,96,-12.6306,1.5,12.8245,NA,NA,,5.34087,-1.3683,0.000123884,5.16262
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,97,-12.6306,2,12.8245,NA,NA,,5.35298,-1.36828,4.39666E-05,5.17516
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,98,-12.6306,2.5,12.8245,NA,NA,,5.36856,-1.36825,-0.00013992,5.19127
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,99,-12.6306,3,12.8245,NA,NA,,5.3876,-1.36823,-0.000454055,5.21097
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,100,-12.6306,3.5,12.8245,NA,NA,,5.4101,-1.3682,-0.000925088,5.23424
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,101,-12.6306,4,12.8245,NA,NA,,5.43609,-1.36818,-0.00158058,5.2611
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,102,-12.6306,4.5,12.8245,NA,NA,,5.4656,-1.36816,-0.00244947,5.29159
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,103,-12.6306,5,12.8245,NA,NA,,5.49868,-1.36816,-0.00356327,5.32575
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,104,-12.6306,5.5,12.8245,NA,NA,,5.53542,-1.36819,-0.00495729,5.36367
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,105,-12.6306,6,12.8245,NA,NA,,5.57596,-1.36825,-0.00667278,5.40548
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,106,-12.6306,6.5,12.8245,NA,NA,,5.6205,-1.36837,-0.00875928,5.45137
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,107,-12.6306,7,12.8245,NA,NA,,5.66929,-1.36857,-0.0112775,5.50161
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,108,-12.6306,7.5,12.8245,NA,NA,,5.72269,-1.36889,-0.0143025,5.55654
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,109,-12.6306,8,12.8245,NA,NA,,5.78111,-1.36939,-0.0179233,5.61655
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,110,-12.6306,8.5,12.8245,NA,NA,,5.84497,-1.37014,-0.0222474,5.68206
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,111,-12.6306,9,12.8245,NA,NA,,5.91463,-1.37123,-0.0273934,5.75342
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,112,-12.2695,-9,13.1704,NA,NA,,5.56663,-1.2326,0.0292937,5.42837
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,113,-12.2695,-8.5,13.1704,NA,NA,,5.49663,-1.2316,0.0241054,5.35682
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,114,-12.2695,-8,13.1704,NA,NA,,5.43217,-1.23087,0.019708,5.29084
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,115,-12.2695,-7.5,13.1704,NA,NA,,5.37294,-1.23036,0.0159846,5.23015
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,116,-12.2695,-7,13.1704,NA,NA,,5.31859,-1.23001,0.0128366,5.17439
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,117,-12.2695,-6.5,13.1704,NA,NA,,5.26875,-1.22978,0.0101805,5.12321
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,118,-12.2695,-6,13.1704,NA,NA,,5.22314,-1.22963,0.00794971,5.07634
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,119,-12.2695,-5.5,13.1704,NA,NA,,5.18154,-1.22953,0.00608958,5.03354
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,120,-12.2695,-5,13.1704,NA,NA,,5.14377,-1.22948,0.00455498,4.99467
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,121,-12.2695,-4.5,13.1704,NA,NA,,5.10972,-1.22945,0.00330754,4.95961
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,122,-12.2695,-4,13.1704,NA,NA,,5.07932,-1.22944,0.00231343,4.92829
C:/Users/srbb21/AppData/Local/Temp/rx18_gr30001521653382.841.odb,RELAX,Increment    105: Step Time =    1.000,SHELL-1,123,-12.2695,-3.5,13.1704,NA,NA,,5.05254,-1.22945,0.00154186,4.90067
